Stoch_CROSS,15mins,valtest,pos,1,0,10100,SELL,Stoch_CROSS15minspos0x10100SELL
StochK,15mins,stringtest,slopedn,4,0,10100,SELL,StochK15minsslopedn0x10100SELL
StochK,15mins,valtest,slopedn,1,80,10100,SELL,StochK15minsslopedn80x10100SELL
