Stoch_CROSS,1min,valtest,pos,1,0,10100,SELL,Stoch_CROSS1minpos0x10100SELL
StochK,1min,stringtest,slopedn,4,0,10100,SELL,StochK1minslopedn0x10100SELL
StochK,1min,valtest,slopedn,1,80,10100,SELL,StochK1minslopedn80x10100SELL
