3FF61209,SELL,CCJ,06/06/2014,06/11/2014,06/06/2014,-2,P1Q,19.36,38.72,0,0,0,-0.01,0,38.71,0,USD
3FF61209,SELL,DISH,06/10/2014,06/13/2014,06/10/2014,-100,P1Q,59.39,5939,-0.27,0,0,-0.13,0,5938.6,0,USD
3FF61209,BUY,DISH,06/10/2014,06/13/2014,06/10/2014,69,P1Q,59.39,-4097.91,-0.18,0,0,0,0,-4098.09,0,USD
3FF61209,BUY,DISH,06/11/2014,06/16/2014,06/11/2014,100,P1Q,59.05,-5905,-0.27,0,0,0,0,-5905.27,0,USD
3FF61209,BUY,DISH,06/11/2014,06/16/2014,06/11/2014,100,P1Q,59.02,-5902,-0.27,0,0,0,0,-5902.27,0,USD
3FF61209,BUY,DISH,06/11/2014,06/16/2014,06/11/2014,100,P1Q,59.27,-5927,-0.27,0,0,0,0,-5927.27,0,USD
3FF61209,SELL,DISH,06/11/2014,06/16/2014,06/11/2014,-50,P1Q,59.53,2976.5,-0.14,0,0,-0.07,0,2976.29,0,USD
3FF61209,SELL,DISH,06/11/2014,06/16/2014,06/11/2014,-50,P1Q,59.55,2977.5,-0.14,0,0,-0.07,0,2977.29,0,USD
3FF61209,BUY,DISH,06/12/2014,06/17/2014,06/12/2014,100,P1Q,59.15,-5915,-0.27,0,0,0,0,-5915.27,0,USD
3FF61209,BUY,DISH,06/12/2014,06/17/2014,06/12/2014,100,P1Q,59.14,-5914,-0.27,0,0,0,0,-5914.27,0,USD
3FF61209,BUY,DISH,06/12/2014,06/17/2014,06/12/2014,300,P1Q,59.14,-17742,-0.81,0,0,0,0,-17742.81,0,USD
3FF61209,BUY,DISH,06/12/2014,06/17/2014,06/12/2014,100,P1Q,59.42,-5942,-0.27,0,0,0,0,-5942.27,0,USD
3FF61209,BUY,DISH,06/12/2014,06/17/2014,06/12/2014,100,P1Q,59.43,-5943,-0.27,0,0,0,0,-5943.27,0,USD
3FF61209,BUY,DISH,06/12/2014,06/17/2014,06/12/2014,100,P1Q,59.42,-5942,-0.27,0,0,0,0,-5942.27,0,USD
3FF61209,BUY,DISH,06/12/2014,06/17/2014,06/12/2014,300,P1Q,59.43,-17829,-0.81,0,0,0,0,-17829.81,0,USD
3FF61209,SELL,DISH,06/12/2014,06/17/2014,06/12/2014,-100,P1Q,58.83,5883,-0.27,0,0,-0.13,0,5882.6,0,USD
3FF61209,SELL,DISH,06/12/2014,06/17/2014,06/12/2014,-12,P1Q,58.88,706.56,-0.03,0,0,-0.02,0,706.51,0,USD
3FF61209,SELL,DISH,06/12/2014,06/17/2014,06/12/2014,-88,P1Q,58.88,5181.44,-0.24,0,0,-0.11,0,5181.09,0,USD
3FF61209,BUY,DISH,06/12/2014,06/17/2014,06/12/2014,100,P1Q,59.02,-5902,-0.27,0,0,0,0,-5902.27,0,USD
3FF61209,BUY,DISH,06/13/2014,06/18/2014,06/13/2014,100,P1Q,58.91,-5891,-0.27,0,0,0,0,-5891.27,0,USD
3FF61209,BUY,DISH,06/13/2014,06/18/2014,06/13/2014,100,P1Q,58.91,-5891,-0.27,0,0,0,0,-5891.27,0,USD
3FF61209,BUY,DISH,06/13/2014,06/18/2014,06/13/2014,64,P1Q,58.91,-3770.24,-0.18,0,0,0,0,-3770.42,0,USD
3FF61209,BUY,DISH,06/13/2014,06/18/2014,06/13/2014,36,P1Q,58.91,-2120.76,-0.09,0,0,0,0,-2120.85,0,USD
3FF61209,BUY,DISH,06/13/2014,06/18/2014,06/13/2014,100,P1Q,58.91,-5891,-0.27,0,0,0,0,-5891.27,0,USD
3FF61209,BUY,DISH,06/13/2014,06/18/2014,06/13/2014,100,P1Q,58.91,-5891,-0.27,0,0,0,0,-5891.27,0,USD
3FF61209,BUY,DISH,06/13/2014,06/18/2014,06/13/2014,100,P1Q,58.91,-5891,-0.27,0,0,0,0,-5891.27,0,USD
3FF61209,BUY,DISH,06/13/2014,06/18/2014,06/13/2014,100,P1Q,58.91,-5891,-0.27,0,0,0,0,-5891.27,0,USD
3FF61209,BUY,DISH,06/13/2014,06/18/2014,06/13/2014,100,P1Q,59.12,-5912,-0.27,0,0,0,0,-5912.27,0,USD
3FF61209,BUY,DISH,06/13/2014,06/18/2014,06/13/2014,67,P1Q,59.12,-3961.04,-0.18,0,0,0,0,-3961.22,0,USD
3FF61209,BUY,DISH,06/13/2014,06/18/2014,06/13/2014,100,P1Q,59.12,-5912,-0.27,0,0,0,0,-5912.27,0,USD
3FF61209,BUY,DISH,06/13/2014,06/18/2014,06/13/2014,16,P1Q,59.12,-945.92,-0.04,0,0,0,0,-945.96,0,USD
3FF61209,BUY,DISH,06/13/2014,06/18/2014,06/13/2014,17,P1Q,59.12,-1005.04,-0.05,0,0,0,0,-1005.09,0,USD
3FF61209,BUY,DISH,06/13/2014,06/18/2014,06/13/2014,100,P1Q,59.13,-5913,-0.27,0,0,0,0,-5913.27,0,USD
3FF61209,BUY,DISH,06/13/2014,06/18/2014,06/13/2014,100,P1Q,58.97,-5897,-0.27,0,0,0,0,-5897.27,0,USD
3FF61209,SELL,DISH,06/17/2014,06/20/2014,06/17/2014,-100,P1Q,59.34,5934,-0.27,0,0,-0.13,0,5933.6,0,USD
3FF61209,SELL,DISH,06/17/2014,06/20/2014,06/17/2014,-100,P1Q,59.33,5933,-0.27,0,0,-0.13,0,5932.6,0,USD
3FF61209,SELL,DISH,06/17/2014,06/20/2014,06/17/2014,-100,P1Q,59.52,5952,-0.27,0,0,-0.13,0,5951.6,0,USD
