"DVR","Cal Dive Internat","5/7/2014","4:03pm",1.45,1.49,1.49,1.45,291017,"1.44 - 2.38",0.00,N/A,N/A
"CALM","Cal-Maine Foods, ","5/7/2014","4:00pm",59.15,59.00,59.21,58.34,66449,"42.57 - 64.22",1.02,1.73,19.27
"CLMS","Calamos Asset Man","5/7/2014","4:00pm",12.30,12.20,12.33,12.01,219805,"9.46 - 13.69",0.625,5.12,13.96
"CAMP","CalAmp Corp.","5/7/2014","4:00pm",16.20,16.95,17.11,15.86,1121857,"11.79 - 34.85",0.00,N/A,51.24
"CCC","Calgon Carbon Cor","5/7/2014","4:03pm",19.67,19.54,19.67,19.38,287886,"16.21 - 22.09",0.00,N/A,23.30
"CWT","California Water ","5/7/2014","4:03pm",21.63,21.77,21.87,21.52,167433,"18.68 - 24.60",0.483,2.23,24.17
"CALX","Calix, Inc Common","5/7/2014","4:05pm",7.92,8.00,8.05,7.80,399268,"7.12 - 13.98",0.00,N/A,N/A
"ELY","Callaway Golf Com","5/7/2014","4:00pm",8.45,8.73,8.76,8.39,1899476,"6.24 - 10.35",0.04,0.46,N/A
"CALD","Callidus Software","5/7/2014","4:00pm",9.81,10.41,10.4399,9.69,619683,"5.14 - 15.50",0.00,N/A,N/A
"CPE","Callon Petroleum ","5/7/2014","4:02pm",9.15,9.23,9.27,8.84,382800,"3.19 - 9.84",0.00,N/A,N/A
"CPN","Calpine Corporati","5/7/2014","4:02pm",23.50,23.18,23.51,23.12,5186376,"18.46 - 23.51",0.00,N/A,83.35
"CLMT","Calumet Specialty","5/7/2014","4:00pm",29.59,28.70,29.80,28.37,699667,"24.23 - 37.00",2.74,9.60,N/A
"CPT","Camden Property T","5/7/2014","4:01pm",71.07,69.77,71.30,69.77,676112,"56.09 - 76.06",2.55,3.66,18.44
"CCJ","Cameco Corporatio","5/7/2014","4:00pm",20.20,20.35,20.56,20.10,1389058,"17.27 - 25.84",0.376,1.84,19.75
"CAM","Cameron Internati","5/7/2014","4:03pm",64.64,64.97,65.09,63.95,1377703,"52.50 - 66.93",0.00,N/A,22.95
"CPB","Campbell Soup Com","5/7/2014","4:02pm",45.32,45.03,45.36,45.00,1017070,"38.30 - 48.83",1.226,2.73,27.44
"CCG","Campus Crest Comm","5/7/2014","4:01pm",8.63,8.66,8.6901,8.58,390341,"8.14 - 13.85",0.66,7.66,N/A
"CM","Canadian Imperial","5/7/2014","4:05pm",89.39,89.26,89.6045,89.05,90808,"69.92 - 89.60",4.531,5.06,10.65
"CNQ","Canadian Natural ","5/7/2014","4:01pm",40.87,40.95,41.07,40.61,3176685,"26.98 - 41.60",0.635,1.56,21.44
"CP","Canadian Pacific ","5/7/2014","4:05pm",158.17,156.07,158.43,155.63,512553,"113.82 - 159.84",1.645,1.05,33.21
"CSIQ","Canadian Solar In","5/7/2014","4:00pm",27.25,28.19,28.85,26.12,6333456,"5.25 - 44.50",0.00,N/A,42.84
"CAJ","Canon, Inc. Ameri","5/7/2014","4:01pm",31.32,31.33,31.39,31.145,184661,"28.67 - 38.55",0.00,N/A,15.53
"CMN","Cantel Medical Co","5/7/2014","4:02pm",31.73,31.60,31.93,30.56,140602,"21.30 - 38.04",0.082,0.26,31.69
"CPLA","Capella Education","5/7/2014","4:00pm",57.86,58.20,58.20,56.51,63040,"37.03 - 73.00",0.70,1.21,20.68
"CBF","Capital Bank Fina","5/7/2014","4:00pm",23.63,23.38,23.67,22.99,120794,"16.85 - 26.01",0.00,N/A,27.27
"COF","Capital One Finan","5/7/2014","4:00pm",76.42,75.17,76.49,75.17,2835868,"58.50 - 78.49",1.20,1.60,10.49
"CPLP","Capital Product P","5/7/2014","4:00pm",10.77,10.73,11.00,10.601,192974,"8.12 - 11.30",0.932,8.65,13.15
"CSU","Capital Senior Li","5/7/2014","4:02pm",22.99,23.92,24.19,22.81,547033,"19.87 - 27.10",0.00,N/A,N/A
"CFFN","Capitol Federal F","5/7/2014","4:00pm",12.12,11.95,12.15,11.94,970376,"11.69 - 13.21",0.73,6.13,23.82
"CMO","Capstead Mortgage","5/7/2014","4:06pm",12.93,12.94,12.96,12.86,866817,"11.08 - 13.22",1.27,9.85,13.01
"CRR","Carbo Ceramics, I","5/7/2014","4:02pm",138.97,139.05,140.38,137.60,229435,"62.11 - 144.35",1.20,0.87,37.31
"CARB","Carbonite, Inc.","5/7/2014","4:00pm",9.99,9.94,10.03,9.65,138147,"8.26 - 16.50",0.00,N/A,N/A
"CRDC","Cardica, Inc.","5/7/2014","4:00pm",0.991,1.01,1.02,0.99,121672,"0.82 - 1.61",0.00,N/A,N/A
"CAH","Cardinal Health, ","5/7/2014","4:00pm",63.83,64.27,64.38,63.49,2357333,"45.59 - 74.40",1.211,1.89,64.22
"CRME","Cardiome Pharma C","5/7/2014","4:00pm",7.80,7.78,7.94,7.68,86823,"1.80 - 11.00",0.00,N/A,21.08
"CSII","Cardiovascular Sy","5/7/2014","4:00pm",30.02,30.82,30.82,29.679,232337,"17.31 - 37.73",0.00,N/A,N/A
"CATM","Cardtronics, Inc.","5/7/2014","4:00pm",32.43,33.73,33.73,32.23,681274,"27.04 - 44.46",0.00,N/A,64.76
"CECO","Career Education ","5/7/2014","4:00pm",6.70,6.74,6.74,6.46,794366,"2.46 - 7.93",0.00,N/A,N/A
"CFN","CareFusion Corpor","5/7/2014","4:03pm",40.06,39.58,40.28,39.575,2051435,"32.48 - 42.09",0.00,N/A,23.45
"CG","The Carlyle Group","5/7/2014","4:00pm",30.19,30.77,31.09,28.78,1979094,"23.85 - 39.38",1.88,6.05,15.97
"KMX","CarMax Inc","5/7/2014","4:03pm",44.11,43.80,44.34,43.60,2787204,"42.21 - 53.08",0.00,N/A,20.20
"CKEC","Carmike Cinemas, ","5/7/2014","4:00pm",33.26,32.89,33.52,32.16,436601,"16.14 - 34.63",0.00,N/A,84.33
"CCL","Carnival Corporat","5/7/2014","4:02pm",39.26,39.17,39.55,39.13,2595093,"31.44 - 41.89",1.00,2.56,29.56
"CRS","Carpenter Technol","5/7/2014","4:01pm",63.70,63.37,63.74,62.66,176980,"43.91 - 67.00",0.72,1.14,25.06
"CSV","Carriage Services","5/7/2014","4:02pm",15.79,15.98,15.98,15.50,120481,"15.12 - 22.48",0.10,0.63,16.01
"CRZO","Carrizo Oil & Gas","5/7/2014","4:00pm",57.53,57.56,58.78,55.98,1255706,"25.61 - 58.78",0.00,N/A,53.80
"CRI","Carter's, Inc. Co","5/7/2014","4:03pm",72.04,72.73,72.73,71.20,461865,"64.19 - 80.02",0.67,0.92,26.91
"CSH","Cash America Inte","5/7/2014","4:01pm",44.50,44.55,44.87,43.42,303820,"34.80 - 49.20",0.14,0.31,9.29
"CSLT","Castlight Health,","5/7/2014","4:01pm",11.80,13.94,14.23,11.6601,1755483,"11.66 - 41.95",0.00,N/A,N/A
"CPRX","Catalyst Pharmace","5/7/2014","4:00pm",1.87,1.98,1.98,1.85,935813,"0.79 - 3.65",0.00,N/A,N/A
"CTRX","Catamaran Corpora","5/7/2014","4:00pm",41.17,41.31,41.41,40.345,1707480,"36.98 - 58.73",0.00,N/A,31.03
"CAT","Caterpillar, Inc.","5/7/2014","4:00pm",104.62,104.10,104.66,103.43,3400839,"80.86 - 107.40",2.40,2.31,17.65
"CAVM","Cavium, Inc.","5/7/2014","4:00pm",41.94,41.81,42.02,40.34,939238,"30.78 - 47.47",0.00,N/A,1017.80
"CBEY","Cbeyond, Inc.","5/7/2014","4:00pm",9.92,9.91,9.93,9.90,556606,"5.39 - 9.94",0.00,N/A,N/A
"CBL","CBL & Associates ","5/7/2014","4:02pm",18.59,18.25,18.64,18.16,1685945,"16.00 - 26.95",0.95,5.23,47.97
"VT","Vanguard Total Wo","5/7/2014","4:00pm",60.24,60.20,60.25,59.75,140763,"49.75 - 60.45",1.392,2.32,N/A
"VXEWZ","VXEWZ","N/A","N/A",0.00,N/A,N/A,N/A,N/A,"N/A - N/A",N/A,N/A,N/A
"VXEEM","VXEEM","N/A","N/A",0.00,N/A,N/A,N/A,N/A,"N/A - N/A",N/A,N/A,N/A
"GVZ","GVZ","N/A","N/A",0.00,N/A,N/A,N/A,N/A,"N/A - N/A",N/A,N/A,N/A
"CBOE","CBOE Holdings, In","5/7/2014","4:00pm",51.07,51.79,52.285,50.30,899776,"38.98 - 59.28",1.01,1.94,26.13
"XSPAM","XSPAM","N/A","N/A",0.00,N/A,N/A,N/A,N/A,"N/A - N/A",N/A,N/A,N/A
"XSP","XSP","N/A","N/A",0.00,N/A,N/A,N/A,N/A,"N/A - N/A",N/A,N/A,N/A
"MNX","MNX","N/A","N/A",0.00,N/A,N/A,N/A,N/A,"N/A - N/A",N/A,N/A,N/A
"OVX","OVX","N/A","N/A",0.00,N/A,N/A,N/A,N/A,"N/A - N/A",N/A,N/A,N/A
"RVX","RVX","N/A","N/A",0.00,N/A,N/A,N/A,N/A,"N/A - N/A",N/A,N/A,N/A
"BSZ","BSZ","N/A","N/A",0.00,N/A,N/A,N/A,N/A,"N/A - N/A",N/A,N/A,N/A
"VXST","VXST","N/A","10:-443pm",0.00,N/A,N/A,N/A,N/A,"N/A - N/A",N/A,N/A,N/A
"VIX","VIX","N/A","9:-33am",0.00,N/A,N/A,N/A,N/A,"N/A - N/A",N/A,N/A,N/A
"BVZ","BVZ","N/A","N/A",0.00,N/A,N/A,N/A,N/A,"N/A - N/A",N/A,N/A,N/A
"CBG","CBRE Group Inc Co","5/7/2014","4:00pm",28.58,28.53,28.66,28.32,1873821,"20.59 - 29.33",0.00,N/A,27.38
"CBSA","CBSA","N/A","N/A",0.00,N/A,N/A,N/A,N/A,"N/A - N/A",N/A,N/A,N/A
"CBS","CBS Corporation C","5/7/2014","4:00pm",56.65,57.00,57.35,56.29,7416779,"45.61 - 68.10",0.48,0.85,18.87
"CBSO","CBS Outdoor Ameri","5/7/2014","4:03pm",29.71,29.50,30.36,29.08,1423570,"27.88 - 31.90",0.00,N/A,40.14
"CNI","Canadian National","5/7/2014","4:00pm",58.63,57.97,58.95,57.85,1301118,"46.475 - 59.11",0.842,1.45,19.95
"CDW","CDW Corporation","5/7/2014","4:00pm",27.75,28.12,28.69,27.46,486790,"17.38 - 29.36",0.086,0.31,33.50
"FUN","Cedar Fair, L.P. ","5/7/2014","4:04pm",51.98,51.50,52.00,51.07,262933,"38.28 - 54.70",2.65,5.11,26.73
"CE","Celanese Corporat","5/7/2014","4:01pm",60.71,61.13,61.2599,60.15,1262506,"43.57 - 61.98",0.79,1.29,8.38
"CLS","Celestica, Inc. C","5/7/2014","4:04pm",11.35,11.46,11.46,11.24,168361,"8.49 - 11.67",0.00,N/A,14.67
"CELG","Celgene Corporati","5/7/2014","4:00pm",145.25,146.29,147.99,143.65,2701996,"110.53 - 174.66",0.00,N/A,46.69
"CTIC","Cell Therapeutics","5/7/2014","4:00pm",2.79,2.87,2.88,2.73,2149693,"0.97 - 4.25",0.00,N/A,N/A
"CEL","Cellcom Israel, L","5/7/2014","4:00pm",12.76,12.65,12.76,12.5454,35703,"8.40 - 14.07",0.238,1.90,15.19
"CLDX","Celldex Therapeut","5/7/2014","4:00pm",12.65,13.03,13.2399,12.28,2152203,"11.40 - 38.84",0.00,N/A,N/A
"CLSN","Celsion Corporati","5/7/2014","4:00pm",3.19,3.34,3.34,3.16,134895,"2.82 - 9.4595",0.00,N/A,N/A
"CX","Cemex, S.A.B. de ","5/7/2014","4:05pm",12.92,12.80,12.96,12.75,8702795,"8.7788 - 13.8173",0.00,N/A,N/A
"CEMP","Cempra, Inc.","5/7/2014","4:00pm",8.88,9.06,9.14,8.69,164115,"6.57 - 15.39",0.00,N/A,N/A
"CVE","Cenovus Energy In","5/7/2014","4:01pm",29.12,29.38,29.40,29.0801,827922,"25.52 - 31.60",0.939,3.20,33.23
"CNC","Centene Corporati","5/7/2014","4:00pm",68.56,67.37,68.64,66.46,629900,"47.80 - 68.64",0.00,N/A,22.09
"CNP","CenterPoint Energ","5/7/2014","4:02pm",24.51,24.30,24.54,24.27,3346084,"22.22 - 25.65",0.859,3.54,29.94
"EBR","Centrais Elc Braz","5/7/2014","4:00pm",3.40,3.51,3.52,3.35,2235473,"1.88 - 3.62",0.177,5.10,N/A
"EBRB","EBRB","N/A","N/A",0.00,N/A,N/A,N/A,N/A,"N/A - N/A",N/A,N/A,N/A
"CETV","Central European ","5/7/2014","4:00pm",2.97,2.79,3.0182,2.73,3466476,"2.03 - 6.65",0.00,N/A,N/A
"CENTA","Central Garden & ","5/7/2014","4:00pm",7.64,8.01,8.01,7.53,326598,"5.80 - 8.86",0.00,N/A,617.69
"CPF","Central Pacific F","5/7/2014","4:03pm",18.59,18.24,18.59,18.01,117853,"16.75 - 20.75",0.24,1.32,17.36
"CENX","Century Aluminum ","5/7/2014","4:00pm",14.13,14.02,14.14,13.67,524090,"7.65 - 14.64",0.00,N/A,N/A
"CTL","CenturyLink, Inc.","5/7/2014","4:02pm",34.65,34.50,34.90,34.46,6623396,"27.93 - 38.40",2.16,6.27,N/A
"CPHD","CEPHEID","5/7/2014","4:00pm",41.60,42.29,42.29,40.47,670764,"30.95 - 55.89",0.00,N/A,N/A
"CRNT","Ceragon Networks ","5/7/2014","4:00pm",2.61,2.80,2.80,2.54,270871,"2.35 - 4.38",0.00,N/A,N/A
"CERN","Cerner Corporatio","5/7/2014","4:00pm",49.49,50.19,50.49,48.87,2297775,"45.81 - 63.07",0.00,N/A,43.23
"CERS","Cerus Corporation","5/7/2014","4:00pm",3.86,3.87,3.98,3.78,1029424,"3.74 - 8.00",0.00,N/A,N/A
