"AKG","Asanko Gold Inc.","5/7/2014","4:01pm",2.00,2.07,2.07,1.99,95669,"1.55 - 3.23",0.00,N/A,N/A
"ABG","Asbury Automotive","5/7/2014","4:00pm",61.22,61.77,62.01,60.17,264315,"36.61 - 63.83",0.00,N/A,17.64
"ASNA","Ascena Retail Gro","5/7/2014","4:00pm",16.73,16.70,16.775,16.50,1332451,"16.15 - 23.14",0.00,N/A,19.10
"ASTI","Ascent Solar Tech","5/7/2014","4:00pm",0.41,0.4695,0.4695,0.41,678202,"0.41 - 1.33",0.00,N/A,N/A
"AHT","Ashford Hospitali","5/7/2014","4:06pm",10.29,10.28,10.35,10.15,510851,"7.4161 - 12.00",0.4011,3.89,N/A
"ASH","Ashland Inc. (NEW","5/7/2014","4:02pm",102.50,102.06,103.085,101.56,686067,"81.00 - 103.09",1.36,1.34,13.50
"ASMI","ASM International","5/7/2014","3:59pm",43.77,43.93,44.04,43.698,3383,"30.63 - 44.25",6.251,14.16,N/A
"ASML","ASML Holding N.V.","5/7/2014","4:00pm",80.46,80.91,81.26,80.17,989759,"73.89 - 101.85",0.835,1.05,18.90
"AHL","Aspen Insurance H","5/7/2014","4:01pm",46.31,46.18,46.32,45.85,647917,"34.81 - 46.86",0.74,1.61,9.95
"AZPN","Aspen Technology,","5/7/2014","4:00pm",43.71,43.76,44.37,42.88,755116,"28.35 - 48.39",0.00,N/A,52.10
"ASBC","Associated Banc-C","5/7/2014","4:00pm",17.40,17.35,17.45,17.21,1254320,"14.66 - 18.70",0.34,1.96,15.78
"AEC","Associated Estate","5/7/2014","4:01pm",17.46,17.42,17.53,17.33,288939,"13.10 - 19.09",0.76,4.38,10.07
"AIZ","Assurant, Inc. Co","5/7/2014","4:01pm",66.32,66.82,67.14,66.10,703166,"47.29 - 69.26",1.00,1.50,9.95
"AGO","Assured Guaranty ","5/7/2014","4:00pm",23.98,23.55,24.00,23.27,2361494,"17.80 - 26.76",0.41,1.75,5.45
"ASTE","Astec Industries,","5/7/2014","4:00pm",39.675,39.47,39.8104,38.99,116900,"32.78 - 46.00",0.40,1.02,25.69
"AF","Astoria Financial","5/7/2014","4:02pm",12.96,12.84,12.98,12.69,412332,"9.67 - 14.67",0.16,1.25,16.85
"AZN","Astrazeneca PLC C","5/7/2014","4:00pm",78.32,78.64,78.86,78.21,7104150,"46.87 - 82.68",2.80,3.54,48.51
"ASTC","Astrotech Corpora","5/7/2014","4:00pm",2.30,2.39,2.39,2.25,47785,"0.61 - 4.05",0.00,N/A,62.63
"T","AT&T Inc.","5/7/2014","4:00pm",35.76,35.56,35.96,35.52,20271152,"31.74 - 37.83",1.82,5.13,10.35
"ATHN","athenahealth, Inc","5/7/2014","4:00pm",107.85,105.78,108.02,97.30,3431778,"82.01 - 206.70",0.00,N/A,N/A
"ATHX","Athersys, Inc.","5/7/2014","4:00pm",1.54,1.59,1.62,1.50,748929,"1.08 - 4.33",0.00,N/A,N/A
"ATHL","ATHLON ENERGY INC","5/7/2014","4:01pm",41.72,40.97,42.00,39.64,1537976,"25.25 - 43.71",0.00,N/A,50.74
"AT","Atlantic Power Co","5/7/2014","4:02pm",3.26,3.24,3.30,3.23,1016444,"2.11 - 5.57",0.375,11.54,N/A
"ATNI","Atlantic Tele-Net","5/7/2014","4:00pm",57.20,57.10,57.40,56.58,64419,"45.00 - 67.16",1.06,1.86,2.92
"ATLC","Atlanticus Holdin","5/7/2014","4:00pm",3.17,2.83,3.38,2.7044,18200,"1.92 - 4.01",0.00,N/A,N/A
