ES,ES,GLOBEX,USD,20160617,FUT,1,2,0.25,3,0,TRADES,4,P,200,active,
CL,CL,NYMEX,USD,20160321,FUT,1,2,0.01,3,0,TRADES,4,P,200,active,
FDAX,DAX,DTB,EUR,20160617,FUT,1,2,1,0,0,TRADES,4,P,200,active,
SPX,SPX,CBOE,USD,20160115,IND,1,2,0.05,3,0,TRADES,4,P,200,active,
SPY,SPY,SMART,USD,20160115,STK,1,2,0.05,3,0,MIDPOINT,4,P,200,active,
