ASIA,RTH,03:00:00,09:00:00,
ASIA,LastHour,08:00:00,09:00:00,
ASIA,OPGRTH,02:55:00,03:01:00,
ASIA,Eightbar,03:35:00,03:40:00,

EUROPE,RTH,09:00:00,17:00:00,
EUROPE,LastHour,16:00:00,17:00:00,
EUROPE,OPGRTH,08:55:00,09:01:00,
EUROPE,Eightbar,09:35:00,09:45:00,

USA,RTH,15:30:00,22:00:00,
USA,LastHour,20:00:00,21:00:00,
USA,OPGRTH,15:25:00,15:31:00,
USA,Eightbar,15:55:00,16:05:00,

USAEVE
EUROPEnUSA
ASIAnEUROPE
ALL3
