SPYF1,SPY,SMART,USD,20151016,OPT,1,2,0.05,3,0,MIDPOINT,4,P,200
SPYF2,SPY,SMART,USD,20151120,OPT,1,2,0.05,3,0,MIDPOINT,4,P,200
SPYF3,SPY,SMART,USD,20151218,OPT,1,2,0.05,3,0,MIDPOINT,4,P,200
SPYF4,SPY,SMART,USD,20160115,OPT,1,2,0.05,3,0,MIDPOINT,4,P,200
SPY,SPY,SMART,USD,20160115,STK,1,2,0.05,3,0,MIDPOINT,4,P,200
