 2015-05-25 23:59:58,2.92600998157,posema,emaslopedn-0.003401
 2015-05-26 23:59:58,2.92137271052,posema,emaslopedn-0.004637
 2015-05-27 23:59:58,2.91588428229,posema,emaslopedn-0.005488
 2015-05-28 23:59:58,2.90025843844,posema,emaslopedn-0.015626
 2015-05-29 23:59:58,2.87968948949,posema,emaslopedn-0.020569
 2015-06-01 23:59:58,2.86235408136,posema,emaslopedn-0.017335
 2015-06-02 23:59:58,2.85132189214,posema,emaslopedn-0.011032
 2015-06-03 23:59:58,2.83565626558,posema,emaslopedn-0.015666
 2015-06-04 23:59:58,2.82068751417,posema,emaslopedn-0.014969
 2015-06-05 23:59:58,2.80380683106,posema,emaslopedn-0.016881
 2015-06-08 23:59:58,2.79936984642,posema,emaslopedn-0.004437
 2015-06-09 23:59:58,2.80569986038,posema,emaslopeup0.00633
 2015-06-10 23:59:58,2.81881805489,posema,emaslopeup0.013118
 2015-06-11 23:59:58,2.82274368627,posema,emaslopeup0.003926
 2015-06-12 23:59:58,2.8209488057,posema,emaslopedn-0.001795
 2015-06-15 23:59:58,2.832226187,posema,emaslopeup0.011277
 2015-06-16 23:59:58,2.84211471545,posema,emaslopeup0.009889
 2015-06-17 23:59:58,2.84619519586,posema,emaslopeup0.00408
 2015-06-18 23:59:58,2.84372290533,posema,emaslopedn-0.002472
 2015-06-19 23:59:58,2.84456627757,posema,emaslopeup0.000843
 2015-06-22 23:59:58,2.83869661598,posema,emaslopedn-0.00587
 2015-06-23 23:59:58,2.83163328725,posema,emaslopedn-0.007063
 2015-06-24 23:59:58,2.82875753386,posema,emaslopedn-0.002876
 2015-06-25 23:59:58,2.83287048533,posema,emaslopeup0.004113
 2015-06-26 23:59:58,2.82870044121,posema,emaslopedn-0.00417
 2015-06-29 23:59:58,2.82790949201,posema,emaslopedn-0.000791
 2015-06-30 23:59:58,2.82846317455,posema,emaslopeup0.000554
 2015-07-01 23:59:58,2.82760288596,posema,emaslopedn-0.00086
 2015-07-02 23:59:58,2.82982080542,posema,emaslopeup0.002218
 2015-07-03 23:59:58,2.8262007322,posema,emaslopedn-0.00362
 2015-07-06 23:59:58,2.82081884745,posema,emaslopedn-0.005382
 2015-07-07 23:59:58,2.81301713405,posema,emaslopedn-0.007802
 2015-07-08 23:59:58,2.80247012186,posema,emaslopedn-0.010547
 2015-07-09 23:59:58,2.79706374715,posema,emaslopedn-0.005406
 2015-07-10 23:59:58,2.79551249741,posema,emaslopedn-0.001551
 2015-07-13 23:59:58,2.80219317946,posema,emaslopeup0.006681
 2015-07-14 23:59:58,2.80581198133,posema,emaslopeup0.003619
 2015-07-15 23:59:58,2.81491998302,posema,emaslopeup0.009108
 2015-07-16 23:59:58,2.81910907548,posema,emaslopeup0.004189
 2015-07-17 23:59:58,2.82546279589,posema,emaslopeup0.006354
 2015-07-20 23:59:58,2.82651163263,posema,emaslopeup0.001049
 2015-07-21 23:59:58,2.83255602966,posema,emaslopeup0.006044
 2015-07-22 23:59:58,2.83886911787,posema,emaslopeup0.006313
 2015-07-23 23:59:58,2.83624465261,posema,emaslopedn-0.002624
 2015-07-24 23:59:58,2.83104059328,posema,emaslopedn-0.005204
 2015-07-27 23:59:58,2.8278550848,posema,emaslopedn-0.003186
 2015-07-28 23:59:58,2.827959168,posema,emaslopeup0.000104
 2015-07-29 23:59:58,2.83069015273,posema,emaslopeup0.002731
 2015-07-30 23:59:58,2.82608195703,posema,emaslopedn-0.004608
 2015-07-31 23:59:58,2.82007450639,posema,emaslopedn-0.006007
